AAO_Run_Key__c,AAO_Pair_Ref__c,AAO_Evidence_Contract__r.AAO_Family__c,AAO_Evidence_Contract__r.AAO_Proposition_Code__c,AAO_Located_Pair__r.AAO_Answer_Text__c,AAO_Located_Pair__r.AAO_Start_Offset__c,AAO_Located_Pair__r.AAO_End_Offset__c,AAO_Located_Pair__r.AAO_Meaning__c,AAO_Located_Pair__r.AAO_Coverage__c,AAO_Disposition__c,AAO_Person__r.AAO_Display_Name__c,AAO_Verification__c,AAO_Verification_Note__c,AAO_Claim__c,AAO_Artifact_SHA256__c
gateA-c3,r1q13,,AAO_PS_1,"Then here's where I land. Tomas gets his residency document and signs the review, we run Priya's one-region pilot for sixty days, and if adoption clears sixty percent I approve the full rollout before Q1.",1538,1742,MENTOR,,Identified,Karen Lindqvist,Refused,"The speaker lays out conditions and approval for implementation, but this is directive decision-making rather than mentoring—they are not teaching or guiding the team's development.",,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r1q14,,AAO_PS_1,"I'm in, and I'll tell the floor I'm in.",1414,1453,SUPPORTER,,Identified,Marcus Reyes,Upheld,The speaker asserts commitment to support and public endorsement of the solution.,a1VWD000008qccW2AQ,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r1q15,,AAO_BR_USER,"But I've watched this thing quote my own reps back to me accurately three separate times now, and I can't argue with it.",1293,1413,USER,Partial,Identified,Marcus Reyes,Refused,"The words describe watching the product work and observing its performance, but do not state that this person uses or will use it themselves.",,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r1q16,,AAO_DC_N,"One condition from me. When it's wrong, it has to be easy to fix, because the day a rep can't override it is the day they stop trusting it.",1878,2017,CRITERION,Full,Identified,Marcus Reyes,Upheld,The words state a condition tied to proceeding with the solution: easy fixability and override capability are requirements for trust and continued use.,a1VWD000008qccX2AQ,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r1q17,Problems,AAO_PB_INIT,Then I think we know our next step. Let's get the pilot moving.,2155,2218,INITIATIVE,Full,Identified,Dana Okafor,Upheld,"The words describe a decision to proceed with a next step and move a pilot forward, which asserts an intended action to advance a project.",a1VWD000008qccY2AQ,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r1q18,,AAO_POL_IC3,Karen made you the gate,71,94,INNER_CIRCLE,Partial,Identified,Karen Lindqvist,Refused,"The words state that Karen made the gate, which describes Karen's action but does not establish that this person controls outcomes.",,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r1q19,,AAO_POL_PS2,pilot scope to Priya this week,1812,1842,POLITICAL_STRUCTURE,Partial,Held,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r1q2,,AAO_BR_EVAL,"I've been through it. SOC 2 Type Two is current, single sign-on through our Okta works, and because it's Salesforce-native there's no new data store for me to review.",127,293,EVALUATOR,Full,Identified,Tomas Reyes,Upheld,"The words describe reviewing security features, comparing capabilities (SOC 2, single sign-on, no new data store), which demonstrates weighing what is being offered.",a1VWD000008qccZ2AQ,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r1q3,,AAO_BR_APP,"If that holds up, I'll sign off on the security side. On the record, I'm comfortable.",692,777,APPROVER,Full,Identified,Tomas Reyes,Upheld,"The words explicitly state 'I'll sign off' and 'I'm comfortable,' which demonstrates retention of approval authority on the security side.",a1VWD000008qcca2AA,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r1q4,,AAO_PS_1,"If that holds up, I'll sign off on the security side. On the record, I'm comfortable.",692,777,SUPPORTER,,Identified,Tomas Reyes,Upheld,"The speaker expresses conditional approval pending verification, asserting comfort with the solution on the security dimension.",a1VWD000008qccb2AA,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r1q5,Problems,AAO_PB_GOAL,"If we get adoption to eighty percent and the forecast tightens from twenty percent off to even ten, that's most of the one point two million back in the first year.",852,1016,GOAL,Full,Identified,Dana Okafor,Upheld,"The words state a desired outcome (adoption to eighty percent and forecast tightening) and its financial benefit, which is an outcome the organization wants to achieve.",a1VWD000008qccc2AA,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r1q6,,AAO_BR_EVAL,"I've been running that same math. At a hundred and eighty thousand against that, I'm not fighting the price anymore.",1023,1139,EVALUATOR,Full,Identified,Karen Lindqvist,Upheld,"The words state a price comparison and conclusion about price, which demonstrates weighing what is being offered against cost.",a1VWD000008qccd2AA,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r1q7,,AAO_PS_1,"My fight was always trust, and the citations answered it.",1140,1197,SUPPORTER,,Identified,Karen Lindqvist,Upheld,"The speaker asserts that their concern was addressed, indicating support for the solution.",a1VWD000008qcce2AA,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r1q8,,AAO_BR_APP,if adoption clears sixty percent I approve the full rollout before Q1,1672,1741,APPROVER,Full,Identified,Karen Lindqvist,Upheld,"The words explicitly state that this person approves the full rollout, which is a decision-making right that demonstrates retention of approval authority.",a1VWD000008qccf2AA,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r1q9,,AAO_BR_DM,"Then here's where I land. Tomas gets his residency document and signs the review, we run Priya's one-region pilot for sixty days, and if adoption clears sixty percent I approve the full rollout before Q1.",1538,1742,DECISION_MAKER,Full,Identified,Karen Lindqvist,Upheld,"The words commit to a strategic direction by approving the full rollout contingent on pilot results, which is a commitment to proceed with the vendor solution.",a1VWD000008qccg2AA,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q1,,AAO_DC_N,"My one open item is data residency. We have EU customers, and that data has to stay in region.",410,504,CRITERION,Full,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q10,,AAO_BR_DM,"Then here's where I land. Tomas gets his residency document and signs the review, we run Priya's one-region pilot for sixty days, and if adoption clears sixty percent I approve the full rollout before Q1.",1538,1742,DECISION_MAKER,Full,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q11,,AAO_DC_N,"we run Priya's one-region pilot for sixty days, and if adoption clears sixty percent I approve the full rollout before Q1",1620,1741,CRITERION,Full,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q12,,AAO_POL_IC2,if adoption clears sixty percent I approve the full rollout before Q1,1672,1741,INNER_CIRCLE,Full,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q13,,AAO_POL_IC3,"Then here's where I land. Tomas gets his residency document and signs the review, we run Priya's one-region pilot for sixty days, and if adoption clears sixty percent I approve the full rollout before Q1.",1538,1742,INNER_CIRCLE,Full,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q14,Problems,AAO_PB_INIT,we run Priya's one-region pilot for sixty days,1620,1666,INITIATIVE,Full,Identified,Karen Lindqvist,Upheld,"The words describe a pilot program that is decided and underway, which is an effort intended to change something (testing adoption before full rollout).",a1VWD000008qcch2AA,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q15,,AAO_PS_1,"I'm in, and I'll tell the floor I'm in.",1414,1453,SUPPORTER,,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q16,,AAO_BR_USER,I've watched this thing quote my own reps back to me accurately three separate times now,1297,1385,USER,Partial,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q17,,AAO_DC_N,"One condition from me. When it's wrong, it has to be easy to fix, because the day a rep can't override it is the day they stop trusting it.",1878,2017,CRITERION,Full,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q18,,AAO_BR_EVAL,"One condition from me. When it's wrong, it has to be easy to fix, because the day a rep can't override it is the day they stop trusting it.",1878,2017,EVALUATOR,Full,Identified,Marcus Reyes,Refused,"The words state a condition for acceptance but do not compare options, weigh alternatives, or probe price, terms, or fit against other choices.",,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q19,,AAO_PS_1,Then I think we know our next step. Let's get the pilot moving.,2155,2218,SUPPORTER,,Identified,Dana Okafor,Upheld,"The speaker asserts commitment to moving forward with the pilot, indicating support for the proposed solution.",a1VWD000008qcci2AA,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q2,,AAO_DC_R,"If that holds up, I'll sign off on the security side.",692,745,REQUIRED,Full,Identified,Tomas Reyes,Refused,The words state a condition for sign-off but do not assert that failing it blocks or ends the purchase; it only conditions the speaker's approval on security.,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q20,,AAO_POL_PS2,Then let me put the business case on the table while we're all here.,783,851,POLITICAL_STRUCTURE,Partial,Identified,Dana Okafor,Refused,"The words indicate the person is presenting a business case to the group, but do not state they are being called on to make something happen.",,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q21,,AAO_BR_APP,"Tomas, you've had our security package for a week, and Karen made you the gate",16,94,APPROVER,Partial,Identified,Karen Lindqvist,Refused,"The words reference that Tomas has had the security package and Karen made the gate, but do not answer whether this person retains review, approval, veto or fund-release rights.",,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q3,,AAO_BR_APP,"If that holds up, I'll sign off on the security side. On the record, I'm comfortable.",692,777,APPROVER,Full,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q4,,AAO_BR_EVAL,"I've been through it. SOC 2 Type Two is current, single sign-on through our Okta works, and because it's Salesforce-native there's no new data store for me to review.",127,293,EVALUATOR,Full,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q5,,AAO_PS_1,"If that holds up, I'll sign off on the security side. On the record, I'm comfortable.",692,777,SUPPORTER,,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q6,Problems,AAO_PB_GOAL,"If we get adoption to eighty percent and the forecast tightens from twenty percent off to even ten, that's most of the one point two million back in the first year.",852,1016,GOAL,Full,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q7,,AAO_BR_EVAL,"I've been running that same math. At a hundred and eighty thousand against that, I'm not fighting the price anymore.",1023,1139,EVALUATOR,Full,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q8,,AAO_PS_1,"At a hundred and eighty thousand against that, I'm not fighting the price anymore. My fight was always trust, and the citations answered it.",1057,1197,SUPPORTER,,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
gateA-c3,r2q9,,AAO_BR_APP,if adoption clears sixty percent I approve the full rollout before Q1,1672,1741,APPROVER,Full,Merged,,,,,edb1bebda71d7b62a1f468a2a30789a369a3070e9d72f186d1965918bd38f07b
